# LTR_retriever Module 1 Filter Results
# Column descriptions:
# Sequence_ID: 序列标识符
# Total_Length: 完整序列长度
# Internal_Length: Internal region长度
# LTR5_Length: 5' LTR长度
# LTR3_Length: 3' LTR长度
# LTR_Internal_Ratio: LTR与internal region的长度比
# Internal_Check: Internal region长度检查结果
# Ratio_Check: LTR:internal比率检查结果
# Gap_Check: Gap检查结果
# Max_Gap_Length: 最大连续Gap长度
# TRF_Check: TRF检查结果
# Tandem_Repeats: 符合过滤条件的串联重复数量
# Filter_Status: 最终过滤状态 (PASS/FILTER)
# Filter_Reason: 过滤原因
#
Sequence_ID	Total_Length	Internal_Length	LTR5_Length	LTR3_Length	LTR_Internal_Ratio	Internal_Check	Ratio_Check	Gap_Check	Max_Gap_Length	TRF_Check	Tandem_Repeats	Filter_Status	Filter_Reason
LTR_953	12872	10711	1081	1081	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_954	1675	847	411	411	0.485	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_955	11701	8913	1348	1415	0.155	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_956	10518	10003	258	258	0.026	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.026) < minimum (0.05)
LTR_957	5667	4867	402	399	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_958	11117	8581	1270	1267	0.148	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_959	9403	9031	183	190	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_960	2653	2054	295	289	0.142	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_961	3440	1217	1113	1111	0.914	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_962	13499	12662	419	419	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_963	12649	10406	1118	1110	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_964	2665	2040	313	313	0.153	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_965	8855	7574	631	650	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_966	8813	6101	1371	1342	0.222	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_967	12088	5777	3156	3152	0.546	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_968	9358	8048	644	667	0.081	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_969	10638	8593	1027	1019	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_970	4804	1453	1673	1679	1.153	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_971	6476	4500	996	981	0.220	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_972	12779	10316	1231	1233	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_973	2561	1930	314	318	0.164	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_974	4147	1663	1230	1238	0.742	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_975	10049	9486	282	282	0.030	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.030) < minimum (0.05)
LTR_976	11052	5845	2616	2592	0.446	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_977	6455	4500	972	984	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_978	3114	2195	463	457	0.210	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_979	12515	10444	1040	1032	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_980	4171	3088	542	542	0.176	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_981	8090	7205	443	443	0.061	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_982	6451	5341	555	555	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_983	5475	2842	1313	1321	0.463	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_984	6251	1964	2116	2172	1.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_985	9949	9167	390	393	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_986	4274	3014	631	630	0.209	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_987	6236	6019	107	111	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_988	7013	6290	362	362	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_989	11940	5943	2998	3000	0.505	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_990	7491	5103	1240	1149	0.234	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_991	4978	3507	730	730	0.208	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_992	2875	2585	135	136	0.052	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_993	12747	10509	1119	1120	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_994	11458	9075	1208	1176	0.131	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_995	6245	4192	1027	1027	0.245	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_996	3531	2514	508	510	0.202	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_997	12469	6254	3108	3108	0.497	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_998	9155	7946	599	611	0.076	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_999	4547	4175	181	181	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1000	9448	3938	2742	2769	0.700	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1001	4398	2822	794	783	0.279	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1002	4118	3082	515	522	0.168	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1003	3352	2953	200	200	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1004	14192	13043	566	566	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1005	5305	4692	300	296	0.064	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1006	8738	7846	449	422	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1007	5337	4382	474	474	0.108	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1008	13928	12707	621	601	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1009	12522	10338	1090	1095	0.106	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1010	6397	4492	940	966	0.212	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1011	11646	5373	3124	3124	0.581	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1012	4076	2000	1039	1038	0.519	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1013	5545	4708	417	421	0.089	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1014	5355	4019	674	663	0.166	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1015	3402	1437	972	983	0.680	PASS	PASS	PASS	0	FAIL	6	FILTER	Contains 6 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1016	7764	5944	910	910	0.153	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1017	11748	9838	949	948	0.096	PASS	PASS	PASS	0	FAIL	6	FILTER	Contains 6 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1018	3924	1179	1370	1361	1.158	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1019	3470	2257	597	597	0.265	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1020	5307	4078	615	615	0.151	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1021	3834	2641	597	597	0.226	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1022	2991	1095	961	933	0.865	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1023	4296	163	2067	2067	12.681	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1024	3649	2843	397	395	0.139	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1025	9388	8566	411	412	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1026	5149	3432	859	859	0.250	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1027	3322	1887	718	718	0.380	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1028	12202	10563	811	829	0.078	PASS	PASS	FAIL	100	PASS	0	FILTER	Max gap length (100) > threshold (10)
LTR_1029	6407	5846	280	282	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1030	5000	2255	1360	1360	0.603	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1031	3304	1692	798	794	0.470	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1032	3712	1985	864	864	0.435	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1033	2830	1815	508	508	0.280	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1034	2917	1511	700	707	0.466	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1035	4145	3339	397	395	0.119	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1036	10364	8538	923	904	0.107	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1037	4408	2815	797	797	0.283	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1038	6719	4284	1207	1224	0.284	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1039	6447	4108	1167	1173	0.285	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1040	12934	6638	3138	3147	0.473	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1041	3342	2998	170	175	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1042	12309	11310	506	494	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_1043	9911	7764	1074	1074	0.138	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1044	6011	4333	840	839	0.194	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1045	1939	738	603	599	0.814	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1046	4413	3160	633	621	0.198	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1047	11775	8921	1434	1421	0.160	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1048	9015	6175	1426	1402	0.229	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1049	7719	5233	1239	1248	0.238	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1050	7754	6625	566	564	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1051	6321	4295	1005	1022	0.236	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1052	11305	10431	438	437	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1053	4054	3822	119	114	0.030	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.030) < minimum (0.05)
LTR_1054	6461	4500	986	976	0.218	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1055	7404	5827	789	789	0.135	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1056	11674	5385	3147	3143	0.584	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1057	9233	6804	1195	1221	0.178	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1058	5528	5285	122	122	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_1059	11611	9658	977	977	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1060	5888	5320	284	285	0.053	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1061	3242	2439	402	402	0.165	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1062	13967	12822	561	564	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_1063	5210	4333	439	439	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1064	9610	7708	948	955	0.123	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1065	6737	5884	416	417	0.071	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1066	6855	4064	1390	1387	0.342	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1067	6442	4497	972	974	0.216	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1068	7709	5888	910	912	0.155	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1069	11638	5380	3120	3116	0.580	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1070	6631	4467	1082	1083	0.242	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1071	3219	2071	575	574	0.277	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1072	5694	5327	184	184	0.035	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.035) < minimum (0.05)
LTR_1073	11458	8677	1384	1369	0.159	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1074	7322	6456	424	424	0.066	PASS	PASS	PASS	0	FAIL	5	FILTER	Contains 5 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1075	13390	12132	621	638	0.052	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1076	2590	2327	132	132	0.057	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1077	6217	5741	238	238	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_1078	11266	8268	1443	1556	0.181	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1079	8916	7576	658	656	0.087	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1080	5017	4748	135	135	0.028	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.028) < minimum (0.05)
LTR_1081	5030	4710	158	158	0.034	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.034) < minimum (0.05)
LTR_1082	3006	2036	485	486	0.238	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1083	8803	7431	689	684	0.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1084	11411	5352	3030	3030	0.566	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1085	10907	2834	4037	4037	1.424	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1086	8884	3052	2878	2955	0.956	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1087	3675	3124	268	269	0.086	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1088	14164	10201	1987	1977	0.194	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1089	11330	10433	449	449	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1090	11057	2832	4115	4111	1.452	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1091	10776	4266	3245	3246	0.761	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1092	11305	10418	444	444	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1093	5771	2252	1722	1774	0.776	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1094	9161	8331	419	412	0.050	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.050) < minimum (0.05)
LTR_1095	2897	2158	368	368	0.171	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1096	12098	5769	3165	3165	0.549	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1097	12100	5779	3156	3159	0.546	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1098	6656	5666	495	496	0.087	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1099	3685	2635	521	530	0.199	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1100	3209	2612	296	302	0.114	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1101	8802	5831	1493	1478	0.255	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1102	11770	5393	3189	3189	0.591	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1103	5964	5498	233	234	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1104	11345	10207	570	569	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1105	8849	6714	1072	1064	0.159	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1106	6455	4500	965	991	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1107	5663	4164	750	750	0.180	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1108	4482	2905	789	789	0.272	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1109	6466	4500	986	981	0.219	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1110	12431	11923	254	255	0.021	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.021) < minimum (0.05)
LTR_1111	4087	2638	722	728	0.275	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1112	11321	10441	440	441	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1113	6587	5706	441	441	0.077	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1114	10291	8339	984	969	0.117	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1115	4986	3401	790	789	0.232	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1116	12883	10719	1070	1070	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1117	10211	3856	3175	3178	0.824	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1118	6283	5462	411	411	0.075	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1119	7238	6338	441	441	0.070	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1120	12867	10715	1069	1069	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1121	12910	10752	1072	1072	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1122	14369	12873	750	747	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1123	10096	3764	3168	3165	0.841	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1124	10346	-1	5181	5167	inf	FAIL	PASS	PASS	0	PASS	0	FILTER	Internal length (-1) < minimum (100)
LTR_1125	3902	2413	745	739	0.308	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1126	8462	1664	3393	3393	2.039	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1127	7090	5752	644	694	0.116	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1128	3770	3492	139	140	0.040	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.040) < minimum (0.05)
LTR_1129	3861	1167	1374	1307	1.149	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1130	11907	6711	2604	2593	0.387	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1131	12911	10682	1105	1105	0.103	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1132	5840	5005	418	418	0.084	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1133	2672	2133	269	271	0.127	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1134	13284	10693	1283	1309	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1135	5952	5109	418	418	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1136	2803	2544	129	131	0.051	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1137	10202	5327	2438	2438	0.458	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1138	2407	1822	293	293	0.161	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1139	8539	6191	1198	1151	0.190	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1140	2370	2031	173	167	0.084	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1141	6454	4498	967	990	0.218	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1142	9905	4444	2714	2748	0.615	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1143	11464	10319	573	573	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1144	11944	5948	2998	2999	0.504	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1145	9172	6840	1160	1173	0.171	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1146	4368	1116	1621	1630	1.457	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1147	10232	9930	151	152	0.015	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.015) < minimum (0.05)
LTR_1148	7178	6280	450	449	0.072	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1149	8078	7483	294	294	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_1150	2701	2066	319	317	0.154	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1151	10869	7084	1885	1901	0.267	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1152	10287	9465	417	406	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1153	3016	2563	227	227	0.089	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1154	12974	10464	1249	1252	0.120	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1155	9960	3607	3168	3167	0.878	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1156	7355	6774	290	292	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1157	3633	2483	594	557	0.232	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1158	2892	2635	129	129	0.049	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.049) < minimum (0.05)
LTR_1159	3896	2486	706	705	0.284	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1160	3219	2352	429	439	0.185	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1161	3314	2589	363	363	0.140	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1162	11203	10272	458	458	0.045	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.045) < minimum (0.05)
LTR_1163	9059	6049	1517	1494	0.249	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1164	3756	2321	697	717	0.305	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1165	3943	1136	1394	1414	1.236	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1166	9476	2239	3619	3619	1.616	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1167	6436	4497	981	942	0.214	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1168	12891	10728	1083	1081	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1169	8039	7522	251	256	0.034	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.034) < minimum (0.05)
LTR_1170	2135	0	1037	1089	inf	FAIL	PASS	PASS	0	PASS	0	FILTER	Internal length (0) < minimum (100)
LTR_1171	7185	6294	451	440	0.071	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1172	5686	5255	216	216	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_1173	5588	3047	1269	1263	0.415	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1174	4774	4355	210	210	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1175	5107	3829	645	634	0.167	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1176	12904	10474	1212	1201	0.115	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1177	10997	8786	1094	1118	0.126	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1178	8515	7157	668	669	0.093	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1179	6455	5470	493	493	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1180	10356	9958	197	202	0.020	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.020) < minimum (0.05)
LTR_1181	11307	10418	445	445	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1182	5220	4494	363	364	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1183	11389	9073	1192	1125	0.128	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1184	11999	5996	2980	3004	0.499	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1185	12857	10738	1060	1060	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1186	9482	7275	1093	1095	0.150	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1187	12820	10695	1056	1056	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1188	8509	8268	121	121	0.015	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.015) < minimum (0.05)
LTR_1189	11833	11178	328	328	0.029	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.029) < minimum (0.05)
LTR_1190	12842	10671	1086	1086	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1191	12372	12109	123	123	0.010	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.010) < minimum (0.05)
LTR_1192	12872	10715	1079	1079	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1193	4248	3021	602	626	0.203	PASS	PASS	PASS	0	PASS	0	PASS	NA
